label,topic
0,merck hepatitis c drugs work in hiv coinfected patients study 
0,ibm china workers strike over terms in 23 billion lenovo deal 
0,canadian regulators urge approval of enbridge line 9 
0,us stockssp 500 ends at record on jobless data payrolls eyed 
0,astrazeneca sells british rd site  to take 275 million charge 
1,bank of america back in court over 21 billion fraud penalties 
0,ge  bombardier share south africa train deal with chinese firms 
0,as giant us ipo nears  alibaba china ecommerce crown slips 
0,american express clinches 900 million joint venture investment 
0,caterpillar appeals contract loss for illinois highspeed train 
0,3m sees sales growth in china to triple global pace  bloomberg 
0,canadian railways make progress on easing grain logjam 
0,exjpmorgan whale supervisor files claim against uk regulator 
0,eu backs jj hepatitis c pill plus new drugs from lilly  takeda 
0,biogen idec wins canadian approval for hemophilia drug alprolix 
0,carlyle  jpmorgan  marsh  mclennan  affiliated managers 
0,asean bond markets set for more nearterm jitters state street 
0,us senate panel to hold hearing on caterpillar offshore taxes 
0,us stockswall st slips as banks  techs drag sp flat for 2014 
0,judge allows pink slime lawsuit vs abc news to continue 
0,china baidu defeats us lawsuit over censored search results 
0,time warner cable rejects charter call to drop comcast merger 
0,cn  union agree to arbitration if talks fail  ruling out strike 
1,security firm trustwave says target data breach claims baseless 
0,dominion midstream partners files for ipo of about 400 million 
0,uk seen saving 1 bln poundsyear if imports more european power 
0,petrochina supplier wison says unsure about staying in business 
1,china huiyuan appoints former cocacola exec to head production 
1,ny judge lets chevron bring fraud claims against patton boggs 
0,russia says jpmorgan illegally blocked embassy money transfer 
0,google pays 14 million fine in italy over streetview concerns 
0,spain ono to renegotiate debt after vodafone takeover report 
0,cuba says us created other cuban twitter projects 
0,en route to amazon  rio 2 explores brazil musical diversity 
0,us stock market may have stumbled  but signals still say go 
1,families of autistic kids sue disney parks over policy on lines 
0,constellation brands profit nearly doubles on strong beer sales 
0,ge ceo immelt may step down before his 20year tenure ends wsj 
0,talktalk teams up with sky to bring superfast broadband to york 
0,fuji heavy plans factory to make boeing 777x wing boxes nikkei 
0,google unveils email scanning practices in new terms of service 
0,jaws  the prequel scientists find the model t ford of sharks 
0,barclays  bny mellon  baring asset  willis north america 
0,total strikes oil for second time offshore ivory coast 
0,unitedhealth new hepatitis c drug costs far more than forecast 
1,pfizer agrees to 190 million settlement over generic neurontin 
0,johnson controls profit tops estimates as auto parts sales rise 
0,us stocksearnings  healthcare give wall st sixth straight gain 
0,activist investors see ackmanvaleant deal as a model to follow 
0,brazil top court clears way for petrobras inquiry in congress 
0,astrazeneca bid talk a commercial matter uk finance minister 
0,fitch pernod  diageo can recover faster than remy in china 
0,toyota restructures us marketing arm voluntary exits offered 
0,total says has not launched sale of liquefied gas unit 
0,exxon papua new guinea lng project ahead of schedule 
0,general dynamics gets 176 bln submarine contract from us navy 
1,mexican restaurant operator alsea says 1stqtr profit up 33 pct 
0,twitter disappoints again on user growth and views shares drop 
0,anadarko halts safrica oil spending pending clarity on oil law 
1,strong consumer spending  factory data buoy us growth outlook 
0,wrapup 2buffett defends coke  bnsf at berkshire annual meeting 
0,norway picks citi as custodian of wealth fund over jpmorgan ft 
0,indonesia restricts foreign investment in oil services industry 
0,activists sue san francisco over controversial tech bus program 
0,bg  shell push brazil oil  gas output to 26month high in march 
1,britain could intervene in pfizer bid for astrazeneca minister 
0,us lawmakers air concerns over comcasttime warner cable deal 
0,fox profit beats estimates on super bowl  cable growth 
0,gm crash victim family files new lawsuit  claims company lied 
0,novo novoeight provides longterm reduction of bleeding 
0,us stocks snapshotdow  sp 500 eke out gains to end at records 
0,slim america movil presents offer for rest of telekom austria 
0,france issues law to block foreign takeovers of strategic firms 
0,bristol  merck  roche immune therapies be cancer meeting focus 
0,us stocksfutures point to lower open  on track for weekly drop 
1,barclays  ebs  al khaliji commercial bank  dbs  swiss re 
0,abbott to buy latin american drugmaker cfr in 29 billion deal 
0,big pharma beware gsk china case may be just the beginning 
0,ackman allergan ceo has conflict of interest on takeover offer 
0,glaxo  genmab say disappointed with study of lymphoma treatment 
0,cme vows to keep trading pits open if electronic platform fails 
0,duke energy to clean up coal ash spilled in dan river us epa 
0,brazil drugstore firm rejects 2 billion offer from cvs report 
0,citigroup  hsbc global asset management  alvarez  marsal 
0,bp asks us supreme court justice to block gulf spill payments 
0,intel new tablets a big step toward reaching aggressive target 
0,alexion pharma recalls certain lots of intravenous drug soliris 
0,santander polish bank issues shares to buy smaller group unit 
0,prologis mexico ipo to be first 2014 local offering at 538 mln 
0,ford expects ignificant secondquarter loss in south america 
0,netflix blames slow speeds on verizon  other internet providers 
0,illinois partsmaker fights us irs over crossborder tax deal 
0,head of ebay paypal unit steps down to join facebook 
0,lockheed sees next us f35 fighter contract early this summer 
0,boeing says japanese firms to build 21 pct of the 777x 
0,spooked by probes  pharma executives ask should i leave china 
0,chocolate co sues maryland lawmaker hershey over campaign signs 
0,gm employees under probe for defective ignition switch sources 
0,nikkei drops on iraq anxiety chiprelated shares rise on intel 
0,citigroup  deutsche bank  morgan stanley  efg  iex group 
1,bank of america  jp morgan private bank  deutsche bank 
0,workers group says will not contest telekom austria owner pact 
0,stanley marsh 3  founder of cadillac ranch in texas  dead at 76 
0,big tobacco squares up as eu rules aim to track every cigarette 
0,us stockswall st gains on fed view sp 500 ends at a record 
0,ny judge narrows state case against former goldman programmer 
0,f35a fighter jet flights suspended after fire at us air base 
1,amazon close to resolving pricing dispute with warner bros wsj 
0,lockheed wins 19 bln deal for us missilewarning satellites 
0,massive air bag recall could drive takata into the red 
0,bank of america to cut 540 jobs at charlotte legacy assets unit 
0,fitch uk takes tentative steps with macro prudential tools 
1,apple  facebook  google cheer on san francisco gay pride parade 
0,google execs visit cuba for first time to promote open internet 
1,mexico slim buys att america movil stake for 557 billion 
1,talks to end safrican metals strike resume on tuesday 
0,as britons embrace digital banking  more branches face the chop 
0,samsung  intel  dell team up on standards for connected gadgets 
0,us stocksfutures point to lower open  investors await earnings 
0,boeing says no shipment delays from spirit aerosystems 
1,citigroup and us government close to mortgage settlement wsj 
0,emirates finalizes 56 billion order for 150 boeing 777x planes 
0,column    did this trigger goldman mbs big short frankel 
0,ibm to bet 3 bln over 5 years hoping for breakthrough in chips 
0,texas mass murder suspect collapses in court as crime recounted 
0,shire seeks abbvie bid of close to 53 pounds per share sources 
0,taiwan tsmc shares fall on apple  qualcomm order loss reports 
0,sap sees edge in cloud security  raises sales forecast 
0,sinopec fuling verified as china first large shale gas play 
0,visa  mastercard lose ruling vs retailers over credit card fees 
1,tsmc orders equipment for t6922 mln from tokyo electron 
0,morgan stanley chief marketing officer leaves after nine months 
0,us stockswall st gains on earnings  data conflicts still eyed 
0,us stocksapple pushes sp 500 to record close boeing hits dow 
0,buyoutsblackstone leaning toward ipo for residential portfolio 
0,verizon to slow down speeds for some unlimited data subscribers 
0,waste management to sell wastetoenergy unit to energy capital 
0,us fda panel reviews baxter immune therapy longterm safety 
0,higher prices help occidental petroleum beat estimates 
0,jj seeks return of device seen as possibly raising cancer risk 
